Chr	Start	End	Peak_score	Distance_to_TSS	EntrezID	Refseq	Ensembl	Gene	Peak_type	Peak_bin_distance	Peak_bin	Annotation_method	Interaction_score	Promoter_bin	TSS_bin_distance
chr7	19228007	19228400	87.681	-185	403187.0	NM_207525	ENSMUSG00000052214	Opa3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	43441967	43442771	0.0	92	21754.0	NM_011571	ENSMUSG00000028458	Tesk1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	50596790	50597278	309.579	-444	70821.0	NM_027564	ENSMUSG00000029828	4921507P07Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr15	94589777	94590266	136.493	-198	19230.0	NM_008971	ENSMUSG00000022451	Twf1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	35862056	35862594	191.349	9057	547253.0	NM_001039530	ENSMUSG00000034422	Parp14	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	43431501	43432189	0.0	-2711	329831.0	NM_177377	ENSMUSG00000042788	Fam166b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	152318982	152319183	231.268	-458	433809.0	NM_001033489	ENSMUSG00000058498	Rnf207	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	84797556	84798725	0.0	-687	56791.0	NM_019949	ENSMUSG00000027078	Ube2l6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	50588096	50588885	0.0	8099	70821.0	NM_027564	ENSMUSG00000029828	4921507P07Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	43420425	43420949	0.0	8447	329831.0	NM_177377	ENSMUSG00000042788	Fam166b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	4133060	4133361	84.696	-186	104111.0	NM_138305	ENSMUSG00000020654	Adcy3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	84662990	84663243	172.079	4038	21788.0, 100270744.0	NM_011576, NM_001145100	ENSMUSG00000027082, ENSMUSG00000086598	Tfpi, Btbd18	Proximal, Proximal	-11883.0, nan	-2.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-826.0, nan
chr4	43052647	43053450	288.639	-5904	22249.0	NM_021468	ENSMUSG00000028456	Unc13b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	58179595	58180424	0.0	-3833	631323.0	NM_001135115	nan	Gm12250	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	24616061	24617604	0.0	2227	193385.0	NM_029679	ENSMUSG00000036006	Ripor2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	111164713	111165042	89.672	-1492	22031.0	NM_011632	ENSMUSG00000021277	Traf3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	19179213	19179462	186.36	-1832	72205.0	NM_028153	ENSMUSG00000040811	Eml2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	84660423	84660710	92.658	1488	100270744.0, 21788.0	NM_001145100, NM_011576	ENSMUSG00000086598, ENSMUSG00000027082	Btbd18, Tfpi	Promoter, Promoter	nan, -14433.0	nan, -3.0	Proximal_anno, Interaction_anno	nan, nan	nan, -0.0	nan, -826.0
chr4	43047224	43047650	0.0	-1217	230088.0, 242406.0	NM_172691, NM_172866	ENSMUSG00000036002, ENSMUSG00000028468	Fam214b, Rgp1	Promoter, Promoter	nan, 22437.5	nan, 4.0	Proximal_anno, Interaction_anno	nan, nan	nan, -1.0	nan, -3735.0
chr12	4080357	4080977	0.0	-1907	217378.0	NM_153082	ENSMUSG00000020657	Dnajc27	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	19178361	19179145	0.0	2332	72205.0	NM_028153	ENSMUSG00000040811	Eml2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	43025380	43026277	0.0	-15	56703.0, 242406.0	NM_020035, NM_172866	ENSMUSG00000028454, ENSMUSG00000028468	Pigo, Rgp1	Promoter, Promoter	nan, 829.0	nan, 0.0	Proximal_anno, Interaction_anno	nan, nan	nan, -1.0	nan, -3735.0
chr6	50455570	50456383	184.022	193	71720.0	NM_027881	ENSMUSG00000029822	Osbpl3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	35360585	35361090	0.0	3080	317717.0	NM_133704	ENSMUSG00000034473	Sec22a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	19172957	19173510	0.0	-3187	72205.0	NM_028153	ENSMUSG00000040811	Eml2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr15	94255040	94255825	242.248	8231	328594.0	NR_045629	nan	D630010B17Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	43005628	43006128	309.143	4423	242406.0, 60534.0	NM_172866, NM_053081	ENSMUSG00000028468, ENSMUSG00000028453	Rgp1, Fancg	Proximal, Proximal	-19121.5, nan	-4.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-3735.0, nan
chr2	84479160	84479926	0.0	-2768	21788.0, 66958.0	NM_011576, NM_025868	ENSMUSG00000027082, ENSMUSG00000050043	Tfpi, Tmx2	Proximal, Proximal	nan, 4543.5	nan, 1.0	Proximal_anno, Interaction_anno	nan, nan	nan, 1.0	nan, 3174.0
chr7	19157262	19157904	0.0	7745	107686.0	NM_026943	ENSMUSG00000040824	Snrpd2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	3956485	3956834	84.696	1715	18976.0	NM_008895	ENSMUSG00000020660	Pomc	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr15	94239724	94240183	209.311	-7248	328594.0	NR_045629	nan	D630010B17Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	127123499	127124303	288.173	-2741	216440.0	NM_177614	ENSMUSG00000040462	Os9	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	42978171	42978341	94.649	8310	230082.0, 67317.0	NM_139236, NM_026088	ENSMUSG00000028430, ENSMUSG00000028451	Nol6, 1700022I11Rik	Proximal, Proximal	3256.5, nan	1.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-661.0, nan
chr2	84455223	84455753	0.0	18686	66958.0	NM_025868	ENSMUSG00000050043	Tmx2	Distal	-19511.5	-4.0	Interaction_anno	nan	1.0	3174.0
chr8	36094953	36095197	212.304	247	244418.0	NM_172911	ENSMUSG00000050271	Prag1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	3870870	3871562	193.345	-8972	100038522.0	NR_045884	ENSMUSG00000073242	Dnmt3aos	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	42965434	42965958	0.0	-4250	230082.0, 67317.0	NM_139236, NM_026088	ENSMUSG00000028430, ENSMUSG00000028451	Nol6, 1700022I11Rik	Proximal, Proximal	-9303.5, nan	-2.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-661.0, nan
chr2	84453895	84454694	0.0	19879	66958.0	NM_025868	ENSMUSG00000050043	Tmx2	Distal	-20705.0	-4.0	Interaction_anno	nan	1.0	3174.0
chr12	3852583	3852965	255.742	9470	100038522.0	NR_045884	ENSMUSG00000073242	Dnmt3aos	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	19093048	19093578	0.0	-1231	20475.0	NM_011383	ENSMUSG00000040841	Six5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	24415928	24417075	0.0	1380	12763.0	NM_007717	ENSMUSG00000016756	Cmah	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	42963470	42963903	227.275	-6259	67317.0, 230082.0	NM_026088, NM_139236	ENSMUSG00000028451, ENSMUSG00000028430	1700022I11Rik, Nol6	Proximal, Proximal	nan, -11313.0	nan, -2.0	Proximal_anno, Interaction_anno	nan, nan	nan, -0.0	nan, -661.0
chr2	84429676	84430596	285.178	-4870	54598.0	NM_018782	ENSMUSG00000059588	Calcrl	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	3806100	3806662	0.0	-599	13435.0	NM_007872	ENSMUSG00000020661	Dnmt3a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr15	93518888	93519284	0.0	434	106042.0	NM_001033217	ENSMUSG00000036158	Prickle1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	19088853	19089484	0.0	2341	100526504.0	NR_037282	ENSMUSG00000092659	Mir3100	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	50112592	50113145	199.332	2009	56524.0	NM_008016	ENSMUSG00000038388	Mpp6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chrX	106026860	106027374	235.811	-107	11977.0	NM_009726	ENSMUSG00000033792	Atp7a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	42961664	42962007	255.225	-8110	230082.0, 67317.0	NM_139236, NM_026088	ENSMUSG00000028430, ENSMUSG00000028451	Nol6, 1700022I11Rik	Proximal, Proximal	-13164.0, nan	-3.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-661.0, nan
chr16	34700105	34700719	0.0	9796	239839.0	NM_172824	ENSMUSG00000022833	Ccdc14	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	19069558	19069829	179.377	-6506	13401.0	NM_010058	ENSMUSG00000030410	Dmwd	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	46075678	46076165	149.455	75	70769.0	NM_053086	ENSMUSG00000015176	Nolc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	50109684	50110611	192.347	-93	56524.0	NM_008016	ENSMUSG00000038388	Mpp6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	42954422	42954734	0.0	4182	230082.0, 56323.0	NM_139236, NM_019874	ENSMUSG00000028430, ENSMUSG00000036052	Nol6, Dnajb5	Proximal, Proximal	-20421.5, nan	-4.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-661.0, nan
chr7	19068613	19069399	0.0	-7194	13401.0	NM_010058	ENSMUSG00000030410	Dmwd	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	19029227	19029813	251.755	5143	68188.0	NM_026605	ENSMUSG00000023118	Sympk	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	42945994	42946577	0.0	-3581	56323.0	NM_019874	ENSMUSG00000036052	Dnajb5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	83644144	83644976	165.411	-18	69082.0	NM_026934	ENSMUSG00000027091	Zc3h15	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	42876944	42877321	178.379	-2899	277773.0	NM_177785	ENSMUSG00000050141	Fam205c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	52925216	52925783	216.296	2166	622124.0	NR_040555	ENSMUSG00000104401	Gm20750	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	19006296	19007208	0.0	2694	272359.0	NM_178757	ENSMUSG00000044030	Irf2bp1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	57645032	57645565	244.779	-143	171212.0	NM_134189	ENSMUSG00000020520	Galnt10	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	23942965	23943327	86.686	8709	319163.0	NM_175658	ENSMUSG00000060081	Hist1h2aa	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	35587539	35587940	227.275	-49	52065.0	NM_001081279	ENSMUSG00000070056	Mfhas1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	49397617	49398202	188.356	2306	77485.0	NM_029916	ENSMUSG00000023403	Stk31	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	18891982	18892548	0.0	7575	21946.0	NM_009402	ENSMUSG00000030413	Pglyrp1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	41755677	41756379	0.0	-234	14430.0	NM_016658	ENSMUSG00000036073	Galt	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	73760063	73760289	130.513	-5697	114615.0	NM_053255	ENSMUSG00000036941	Elac1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	49318949	49319505	265.209	-47	57895.0	NM_175098	ENSMUSG00000050786	Ccdc126	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	41737579	41738188	0.0	3475	18391.0	NM_011014	ENSMUSG00000036078	Sigmar1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	35498297	35499406	0.0	-3319	67276.0	NM_026067	ENSMUSG00000031527	Eri1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	152285578	152286369	263.716	5688	15207.0	NM_008237	ENSMUSG00000028946	Hes3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23732515	23733077	0.0	-6011	50708.0	NM_015786	ENSMUSG00000036181	Hist1h1c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	18781360	18781827	153.443	-4708	20958.0	NR_024208	ENSMUSG00000109116	Sycp1-ps1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	41715389	41716131	226.277	-2243	69961.0	NM_027278	ENSMUSG00000036114	Rpp25l	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	49269255	49269556	0.0	-5354	101214.0	NM_198102	ENSMUSG00000029817	Tra2a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	35495680	35496350	178.379	-482	67276.0	NM_026067	ENSMUSG00000031527	Eri1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	8623080	8623405	95.645	-291	242819.0	NM_198620	ENSMUSG00000040570	Rundc3b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	23701044	23701611	0.0	-2870	319155.0	NM_178208	ENSMUSG00000060678	Hist1h4c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	33996150	33996654	0.0	-29364	16419.0	NM_010580	ENSMUSG00000022817	Itgb5	Distal	21402.5	4.0	Interaction_anno	nan	-1.0	-4665.0
chr12	3359204	3359864	0.0	-5598	16570.0	NM_008445	ENSMUSG00000020668	Kif3c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	41713623	41714812	287.175	-701	69961.0	NM_027278	ENSMUSG00000036114	Rpp25l	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	52262347	52262945	0.0	-5691	56458.0	NM_019739	ENSMUSG00000044167	Foxo1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	142097933	142098438	0.0	-2902	18218.0	NM_008748	ENSMUSG00000037887	Dusp8	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23697409	23698656	0.0	425	319155.0	NM_178208	ENSMUSG00000060678	Hist1h4c	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	18710185	18710859	136.493	-7568	243862.0	NM_001004152	ENSMUSG00000044903	Psg22	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	33988335	33989054	0.0	-21657	16419.0	NM_010580	ENSMUSG00000022817	Itgb5	Distal	13695.0	3.0	Interaction_anno	nan	-1.0	-4665.0
chr11	57426372	57427005	267.206	91955	258373.0	NM_146376	ENSMUSG00000043880	Olfr323	Distal	1689.0	0.0	Interaction_anno	nan	0.0	1044.0
chr4	41708472	41708906	233.264	4828	69961.0	NM_027278	ENSMUSG00000036114	Rpp25l	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	143917493	143917977	165.411	7734	18861.0	NM_008886	ENSMUSG00000075569	Pms2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23597841	23598620	0.0	-12261	30946.0	NM_013924	ENSMUSG00000036376	Abt1	Distal	23231.0	5.0	Interaction_anno	nan	-0.0	-1134.0
chr16	33950929	33951563	0.0	15792	16419.0	NM_010580	ENSMUSG00000022817	Itgb5	Distal	-23753.5	-5.0	Interaction_anno	nan	-1.0	-4665.0
chr7	17073737	17074257	0.0	-43	26436.0	NM_007676	ENSMUSG00000066760	Psg16	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	3236164	3236424	67.79	503	74173.0	NM_028796	ENSMUSG00000079179	Rab10os	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	111159926	111160292	186.36	-6261	22031.0	NM_011632	ENSMUSG00000021277	Traf3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	41707201	41707718	0.0	6057	69961.0	NM_027278	ENSMUSG00000036114	Rpp25l	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23556323	23556565	78.727	1412	14957.0, 30946.0	NM_145713, NM_013924	ENSMUSG00000052565, ENSMUSG00000036376	Hist1h1d, Abt1	Promoter, Promoter	nan, -18555.5	nan, -4.0	Proximal_anno, Interaction_anno	nan, nan	nan, -0.0	nan, -1134.0
chr5	8056310	8056599	87.681	-87	109552.0	NM_025618	ENSMUSG00000003161	Sri	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	17066411	17066862	0.0	-4210	53417.0	NM_016868	ENSMUSG00000004328	Hif3a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	33820737	33821142	0.0	-8725	16419.0	NM_010580	ENSMUSG00000022817	Itgb5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	41697563	41697976	242.248	-679	12804.0	NM_016673	ENSMUSG00000028444	Cntfr	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	3235238	3236059	0.0	-142	74173.0	NM_028796	ENSMUSG00000079179	Rab10os	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	17051045	17051679	0.0	5317	53417.0	NM_016868	ENSMUSG00000004328	Hif3a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	35376351	35376637	202.325	-168	244416.0	NM_177741	ENSMUSG00000046794	Ppp1r3b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	5755032	5755579	0.0	-5989	70358.0	NM_027399	ENSMUSG00000015652	Steap1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23551434	23552164	135.497	-131	30946.0, 319157.0	NM_013924, NM_175655	ENSMUSG00000036376, ENSMUSG00000069274	Abt1, Hist1h4f	Promoter, Promoter	-23200.5, nan	-5.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-1134.0, nan
chr11	55497941	55498677	0.0	-2917	102465760.0	NR_106112	ENSMUSG00000098906	Mir7652	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	17027224	17027616	147.21	494	19060.0	NM_011155	ENSMUSG00000003099	Ppp5c	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	33797977	33798288	188.004	4096	17063.0	NM_010739	ENSMUSG00000022824	Muc13	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	121598915	121599501	0.0	8770	67443.0	NM_026160	ENSMUSG00000031812	Map1lc3b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23524696	23525379	0.0	-6006	69386.0	NM_153173	ENSMUSG00000060981	Hist1h4h	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr15	90223971	90224342	145.466	-154	380959.0	NM_001033441	ENSMUSG00000075470	Alg10b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	79254841	79255796	0.0	-107	16401.0	NM_010576	ENSMUSG00000027009	Itga4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	23432517	23432805	189.354	-1644	320842.0, 319165.0	NR_015492, NM_178188	ENSMUSG00000085024, ENSMUSG00000071478	C230035I16Rik, Hist1h2ad	Promoter, Promoter	nan, 7661.5	nan, 2.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 619.0
chr11	119040883	119041367	182.37	-212	30951.0	NM_013926	ENSMUSG00000025578	Cbx8	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	41552462	41553011	229.833	16790	53598.0	NM_016890	ENSMUSG00000028447	Dctn3	Distal	-22263.0	-4.0	Interaction_anno	nan	-0.0	-1837.0
chr15	90215035	90215550	0.0	-9018	380959.0	NM_001033441	ENSMUSG00000075470	Alg10b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	34816022	34816762	0.0	8782	319520.0	NM_176933	ENSMUSG00000031530	Dusp4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23424127	23425041	0.0	-718	30946.0, 319165.0	NM_013924, NM_178188	ENSMUSG00000036376, ENSMUSG00000071478	Abt1, Hist1h2ad	Promoter, Promoter	nan, -415.5	nan, -0.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 619.0
chr10	127111382	127111653	103.611	9642	216440.0	NM_177614	ENSMUSG00000040462	Os9	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	17002275	17003016	0.0	8744	434130.0	NM_001101535	ENSMUSG00000041117	Ccdc8	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	41522813	41523276	200.947	5608	76992.0	NR_045726	ENSMUSG00000036162	Fam219aos	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	49039517	49039856	0.0	3169	93695.0	NM_053110	ENSMUSG00000029816	Gpnmb	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	23401695	23402342	0.0	21847	319165.0	NM_178188	ENSMUSG00000071478	Hist1h2ad	Distal	-22981.0	-5.0	Interaction_anno	nan	0.0	619.0
chr7	16999602	17000000	0.0	5899	434130.0	NM_001101535	ENSMUSG00000041117	Ccdc8	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	49007736	49008431	0.0	-8468	75347.0	NR_126454	ENSMUSG00000107656	4930563H07Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	22050964	22051557	274.681	8063	319183.0	NM_178198	ENSMUSG00000069300	Hist1h2bj	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	16983011	16983331	81.711	88	105247240.0	NM_001370851	nan	Gm42372	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	48912067	48912736	0.0	7416	76507.0	NM_029638	ENSMUSG00000029811	Aoc1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	55203928	55204557	0.0	-97	215335.0	NM_153139	ENSMUSG00000020261	Slc36a1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	4201368	4201814	251.755	9224	208595.0	NM_001042670	ENSMUSG00000053178	Mterf1b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	16950152	16951852	0.0	6320	434128.0	NM_001099636	ENSMUSG00000070802	Pnmal2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	106013361	106013808	259.729	-1783	67075.0	NM_025952	ENSMUSG00000031232	Magt1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	51652352	51653338	0.0	-8334	211666.0	NM_174995	ENSMUSG00000074604	Mgst2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	22043799	22044855	0.0	1129	19720.0, 319183.0	NM_009054, NM_178198	ENSMUSG00000021326, ENSMUSG00000069300	Trim27, Hist1h2bj	Promoter, Promoter	19327.5, nan	4.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-4931.0, nan
chr6	48860149	48861004	0.0	248	666105.0	NM_001358003	nan	Gm7932	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	55194982	55195496	0.0	2443	74045.0	NR_046034	ENSMUSG00000084980	Slc36a1os	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	78868956	78869351	0.0	107	22193.0	NM_009454	ENSMUSG00000027011	Ube2e3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	16932944	16933434	189.354	-9157	12315.0	NM_007590	ENSMUSG00000019370	Calm3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	3893971	3894198	141.478	-152	545725.0	NM_172135	ENSMUSG00000040429	Mterf1a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr15	89495065	89495369	115.564	-4391	58234.0	NM_021423	ENSMUSG00000022623	Shank3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	46055944	46056679	0.0	-227	226169.0	NM_145504	ENSMUSG00000055491	Pprc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	22028552	22029106	0.0	6814	319168.0, 19720.0	NM_175659, NM_009054	ENSMUSG00000069302, ENSMUSG00000021326	Hist1h2ah, Trim27	Proximal, Proximal	nan, 3829.5	nan, 1.0	Proximal_anno, Interaction_anno	nan, nan	nan, -1.0	nan, -4931.0
chr2	78048273	78049006	214.3	-2537	78158.0	NR_108098	ENSMUSG00000085431	4930440I19Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	34123955	34124526	0.0	9211	234155.0	NM_001126314	ENSMUSG00000071113	Mboat4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	16932001	16932328	143.472	-8133	12315.0	NM_007590	ENSMUSG00000019370	Calm3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	33193590	33194014	283.653	8731	106326.0	NM_176840	ENSMUSG00000022807	Osbpl11	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr15	89373855	89374605	0.0	-339	328580.0, 100126824.0	NM_001163319, NM_001111288	ENSMUSG00000051786, ENSMUSG00000091780	Tubgcp6, Sco2	Promoter, Promoter	-769.5, nan	-0.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-1850.0, nan
chr8	34101016	34101622	0.0	6495	22428.0	NM_011722	ENSMUSG00000031516	Dctn6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	21974101	21974923	0.0	-6669	195236.0	NM_001162928	ENSMUSG00000016982	Pom121l2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	48772034	48772741	0.0	-1537	243373.0, 83408.0	NM_177737, NM_031247	ENSMUSG00000053297, ENSMUSG00000039264	AI854703, Gimap3	Promoter, Promoter	-2612.0, nan	-1.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-3167.0, nan
chr7	16930881	16931794	0.0	-7306	12315.0	NM_007590	ENSMUSG00000019370	Calm3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	3647810	3648585	218.293	-262	67210.0	NM_026033	ENSMUSG00000007415	Gatad1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	55158776	55159382	235.26	-7371	215332.0	NM_172258	ENSMUSG00000049491	Slc36a3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	48745828	48747509	182.031	472	317757.0, 19799.0	NM_175035, NR_002841	ENSMUSG00000043505, nan	Gimap5, Rn4.5s	Promoter, Promoter	nan, 21669.0	nan, 4.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 1737.0
chr15	89373349	89373776	0.0	328	328580.0, 100126824.0	NM_001163319, NM_001111288	ENSMUSG00000051786, ENSMUSG00000091780	Tubgcp6, Sco2	Promoter, Promoter	-1437.0, nan	-0.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-1850.0, nan
chr7	16913829	16914367	243.246	7608	19222.0	NM_008967	ENSMUSG00000043017	Ptgir	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	168207244	168207578	0.0	-299	11538.0	NM_009628	ENSMUSG00000051149	Adnp	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	3646981	3647385	187.008	753	67210.0	NM_026033	ENSMUSG00000007415	Gatad1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr15	89211183	89211658	92.658	-138	71474.0	NM_026813	ENSMUSG00000036561	Ppp6r2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	48647045	48647532	0.0	55	83408.0, 243374.0	NM_031247, NM_212486	ENSMUSG00000039264, ENSMUSG00000064262	Gimap3, Gimap8	Promoter, Promoter	22289.0, nan	4.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-4149.0, nan
